,Month,Driver_id,Total_income,Total_km,Gender,Age,Vetek
1824,08/2015,374,85599.60080259106,8452.881677274208,,39.7,13.9
1825,08/2015,64,79533.19523687611,6285.012571245611,M,46.0,5.6
1826,08/2015,500,103928.04267176363,9423.003965957354,F,46.2,13.5
1827,08/2015,647,103392.26733039504,8828.266036282726,F,63.4,11.7
1828,08/2015,614,108433.0039764926,9341.353334557203,M,59.8,17.8
1829,08/2015,21,100115.58633969916,8996.060101686859,M,32.8,7.5
1830,08/2015,13,109304.08334961472,9110.196009496205,M,43.1,15.2
1831,08/2015,639,74017.40097572528,7402.28617085949,M,50.0,9.2
1832,08/2015,868,92325.90327626726,9362.85230115435,M,32.5,7.3
1833,08/2015,805,135677.92285391586,8665.168824673681,M,40.7,10.5
1834,08/2015,891,58384.77460987337,7150.291337459711,M,56.5,13.8
1835,08/2015,561,77008.4167062945,8340.754145186866,,44.2,6.2
1836,08/2015,709,85218.21126914631,8885.129993285991,M,38.7,12.6
1837,08/2015,429,68243.9503770741,6816.1984300766935,M,46.7,4.7
1838,08/2015,720,67556.17384959495,7774.099761273633,M,64.6,15.1
1839,08/2015,187,104811.13199310232,8720.793440728745,M,48.7,17.0
1840,08/2015,457,101725.47919300254,9579.941280785382,M,63.5,10.5
1841,08/2015,844,82548.43209990769,9265.261271484316,M,47.4,2.4
1842,08/2015,552,93617.1790328971,8633.421177990824,M,61.3,7.3
1843,08/2015,498,80880.08441591817,7327.846774354293,M,49.2,15.3
1844,08/2015,230,89712.66510793616,9870.654267997397,M,38.2,5.1
1845,08/2015,131,93724.48801175292,9338.549249359341,M,35.1,16.0
1846,08/2015,268,65531.884590504465,6278.534017625871,M,41.2,11.2
1847,08/2015,634,83535.61712238964,8799.95875977992,M,46.8,4.5
1848,08/2015,930,75016.31909103048,8041.960658249906,M,54.4,16.9
1849,08/2015,730,82317.09143630379,8127.110696002897,M,60.8,1.5
1850,08/2015,386,84852.96546022591,9203.063591679207,M,37.5,12.8
1851,08/2015,897,91441.61328717992,7614.014507855856,M,43.3,2.5
1852,08/2015,604,91593.61287236336,8401.341836127074,M,59.8,7.6
1853,08/2015,850,59748.83986301354,7215.780944816884,M,39.4,1.4
1854,08/2015,626,100474.26840153101,8510.138615041495,M,51.8,18.1
1855,08/2015,163,78347.24012834932,7437.573318247837,M,58.5,9.1
1856,08/2015,82,85058.3303695484,8749.412437487254,M,61.7,4.0
1857,08/2015,36,124082.6876066904,9090.08514420549,M,37.4,16.3
1858,08/2015,977,115690.69087080561,9577.409434315428,M,56.2,3.7
1859,08/2015,123,112260.00017284484,8821.523525439054,M,65.3,11.5
1860,08/2015,92,66518.16059604123,8219.009342977639,M,41.4,15.1
1861,08/2015,26,85949.44791377545,7155.787539390762,F,47.5,2.7
1862,08/2015,251,115466.89859889552,8779.239719030147,M,43.0,11.9
1863,08/2015,598,88932.67027748795,8314.469076044817,M,51.3,9.4
1864,08/2015,524,106544.3212030549,10049.884413155287,F,39.5,18.5
1865,08/2015,726,141039.9409174838,8330.80509183585,M,58.1,4.5
1866,08/2015,263,88359.54865160462,8397.501877332761,M,52.2,12.2
1867,08/2015,365,77144.2940245857,8643.281836091033,M,37.6,5.3
1868,08/2015,44,89728.77217025762,9878.32991681672,M,61.5,8.9
1869,08/2015,530,105628.64313409243,11645.852527020552,,47.2,6.9
1870,08/2015,838,111823.64292219395,9630.892587214059,M,,17.2
1871,08/2015,311,102303.62535517997,9131.012431034467,,32.1,9.4
1872,08/2015,447,107677.05131360253,9553.327662106049,M,65.5,12.1
1873,08/2015,993,85543.7042993409,8737.278796386609,M,35.0,2.9
1874,08/2015,315,60552.26056838685,6956.830082496579,M,61.1,8.7
1875,08/2015,20,76886.57214826415,8015.1313475329325,M,52.1,18.1
1876,08/2015,618,113773.05913001858,10744.926810638726,M,63.9,9.0
1877,08/2015,43,96274.34925387816,8755.84473121143,M,57.3,1.2
1878,08/2015,190,89069.01160509115,8712.238758906129,M,57.5,14.1
1879,08/2015,659,98643.8627202104,8890.36712115786,M,65.4,14.7
1880,08/2015,47,83156.97112811211,8479.217479243222,M,40.7,5.3
1881,08/2015,987,73967.95205094446,7657.27423148127,M,32.4,13.8
1882,08/2015,71,87633.89685134876,8831.590145129845,M,39.0,1.0
1883,08/2015,198,92119.18857104404,10117.60106042005,M,41.1,16.6
1884,08/2015,473,108819.12233764444,7916.678871570677,M,59.5,14.6
1885,08/2015,338,70885.19961536155,7920.687709290822,M,42.2,4.3
1886,08/2015,440,64766.10752661617,8586.817888010188,F,39.6,4.4
1887,08/2015,246,78599.97763234178,7337.109488149787,M,57.2,15.1
1888,08/2015,116,90867.59436820913,8297.147169432057,M,42.2,10.6
1889,08/2015,849,103068.46266677929,8196.059536167772,M,65.4,12.1
1890,08/2015,900,59988.74660121821,7210.043259805484,M,41.5,9.4
1891,08/2015,359,72741.344475287,7221.322873880367,M,47.7,7.9
1892,08/2015,299,90439.08198590785,7306.998450782711,M,50.1,2.0
1893,08/2015,7,84062.2535018038,7488.57631731508,M,40.8,14.1
1894,08/2015,297,79706.28876458075,7918.933582112505,M,53.7,1.0
1895,08/2015,822,100426.1336812612,7919.592709781266,,54.0,2.9
1896,08/2015,648,96932.17127191559,8534.700816480141,M,49.6,4.4
1897,08/2015,294,97422.5648886838,7860.870784968947,M,59.6,4.9
1898,08/2015,491,82606.3570859272,9106.019916991207,M,61.1,3.2
1899,08/2015,568,74220.20645219371,7839.354561836187,M,,16.5
1900,08/2015,584,66412.54475865791,7687.449314327214,M,43.3,14.9
1901,08/2015,690,92163.81428074923,7653.2298299983195,M,,8.8
1902,08/2015,291,98744.56099920145,8803.161621987843,M,33.2,5.4
1903,08/2015,49,76283.82426627338,9138.212911268563,M,45.1,3.0
1904,08/2015,585,83575.02635970479,8367.628454011976,M,37.9,11.3
1905,08/2015,606,79721.86894727366,7586.773855513027,M,51.5,15.1
1906,08/2015,693,105134.46594174013,8140.870497301048,,53.1,9.9
1907,08/2015,944,93180.3606884898,8496.038367071606,M,49.4,14.1
1908,08/2015,793,84126.94952358093,8195.796694294926,M,35.0,12.5
1909,08/2015,425,98831.82581839415,8579.098493360421,M,,17.9
1910,08/2015,683,86891.15445856872,9293.633018731942,,54.5,3.6
1911,08/2015,656,104654.04207144563,8587.105568256999,M,56.4,17.8
1912,08/2015,488,74661.71932044651,8258.029527059773,M,32.4,5.8
1913,08/2015,61,87932.10453490513,8751.701222697015,M,34.1,16.4
1914,08/2015,904,75491.16347682188,8925.514751102974,M,,4.0
1915,08/2015,378,104366.56737910297,9872.70291708477,,36.7,3.5
1916,08/2015,269,74350.41061687579,7954.9973105064655,M,39.7,8.1
1917,08/2015,889,100961.52592354099,9206.299602919402,,55.5,2.0
1918,08/2015,481,86085.82613131215,6892.198482074269,F,51.5,17.1
1919,08/2015,344,99420.72288170694,7927.040482522832,M,51.0,11.8
1920,08/2015,99,101077.85058719951,8330.92077367735,M,55.3,5.7
1921,08/2015,832,65616.63505054754,7690.3130486169375,M,,13.3
1922,08/2015,127,100028.16465518763,8185.094949167265,M,55.8,11.8
1923,08/2015,617,96461.86861720926,9757.842694828933,M,38.2,17.4
1924,08/2015,770,70873.40623444949,8608.735619740683,M,56.6,15.9
1925,08/2015,484,96765.25502505997,8975.493077219635,M,36.2,4.1
1926,08/2015,341,90000.08544125747,9630.145953495474,F,63.1,16.9
1927,08/2015,982,93758.24064408115,8342.850959590754,M,,9.4
1928,08/2015,212,77570.17576061164,7377.755792725098,M,46.4,1.6
1929,08/2015,589,67466.32785753133,7118.009900000849,M,40.7,6.4
1930,08/2015,797,88783.00884115222,8315.688611860385,M,44.6,5.9
1931,08/2015,753,81239.56284490156,8667.468930594678,M,32.8,12.8
1932,08/2015,227,85822.17934426737,9016.30602727568,M,,16.2
1933,08/2015,86,120904.95422237899,8999.206600986945,,,5.4
1934,08/2015,680,65529.66896345894,7500.739195653742,M,61.1,18.9
1935,08/2015,195,78689.14434599373,9218.52459278952,,54.1,8.8
1936,08/2015,595,90069.8212279124,9494.342725340452,M,45.4,7.1
1937,08/2015,854,103370.94315578682,9384.561105969655,M,44.2,18.7
1938,08/2015,828,78507.6568294839,8356.79889562489,,50.6,1.1
1939,08/2015,261,96909.3332056252,8382.740595807696,M,36.4,18.5
1940,08/2015,603,90865.03889224067,8276.429306735557,M,34.9,10.7
1941,08/2015,379,101835.08479693791,9605.492101251866,M,65.1,12.4
1942,08/2015,888,80593.87198810342,7005.020481402456,M,,4.0
1943,08/2015,741,82646.32400508379,7564.53056897082,M,42.4,11.2
1944,08/2015,60,86703.26550105948,9190.719240024842,M,53.4,11.0
1945,08/2015,955,95180.66800645593,8793.129904244086,M,35.8,8.5
1946,08/2015,62,75834.20511754371,9147.69869996913,M,34.0,4.3
1947,08/2015,638,96228.04636176793,10383.274467982244,M,62.7,9.4
1948,08/2015,697,124795.73677743536,9821.900401233625,M,35.0,15.2
1949,08/2015,147,71063.8982909779,8343.961593100634,M,53.7,14.7
1950,08/2015,637,82568.298651149,8535.720262267736,M,63.3,3.0
1951,08/2015,799,107032.28505073194,9168.472985977316,M,45.3,1.1
1952,08/2015,178,93592.10078551657,9073.50297803611,M,49.0,7.8
1953,08/2015,806,88372.99820549862,7539.619129894757,M,50.3,7.6
1954,08/2015,300,74287.84856906907,7250.60303580025,M,35.9,9.5
1955,08/2015,998,87663.53086784431,7516.3480685125205,M,32.1,1.4
1956,08/2015,337,104038.87882177268,7774.848023440097,M,36.0,9.4
1957,08/2015,549,129915.14789683673,9887.232998798789,M,55.1,16.4
1958,08/2015,767,82759.33149107594,8388.981182364092,M,56.5,1.2
1959,08/2015,157,80392.0990947396,6849.251697439458,M,56.8,16.2
1960,08/2015,540,97945.89065327939,9048.778364100168,M,41.6,6.5
1961,08/2015,108,76576.65635197212,7455.566900550259,M,51.2,2.9
1962,08/2015,352,75053.25920170607,7692.960143568941,M,58.1,9.3
1963,08/2015,847,70478.50285780389,5978.422746094943,M,51.0,5.2
1964,08/2015,479,78758.19666582478,7192.064021134317,M,54.6,1.0
1965,08/2015,622,103300.56450773368,9544.35180541269,M,53.2,7.6
1966,08/2015,937,76797.1447207926,7852.461257722161,M,54.9,11.5
1967,08/2015,775,76129.58158892527,7806.497656983841,M,50.4,9.8
1968,08/2015,623,78355.77002969771,7866.6774788231605,,,14.4
1969,08/2015,87,93619.52575004991,9246.129909597215,M,48.0,15.4
1970,08/2015,80,117893.17768513295,9788.270392680493,M,57.8,17.5
1971,08/2015,434,115235.20008858903,8424.892165272708,M,36.5,7.7
1972,08/2015,210,84031.63791998534,7636.71201208296,M,37.0,1.9
1973,08/2015,860,57501.25954964065,7394.451643287438,M,38.0,16.8
1974,08/2015,220,114250.92049931981,9859.331406427069,M,32.1,7.3
1975,08/2015,769,95207.34972769377,8671.411608451954,,58.8,18.9
1976,08/2015,692,73564.47868823475,8843.57868661171,M,42.5,2.3
1977,08/2015,546,107983.11809604336,9228.491132592599,M,55.6,13.5
1978,08/2015,777,97493.78589501901,8826.846527823429,M,59.2,16.0
1979,08/2015,581,87375.6978214073,9605.45472274414,M,35.5,18.5
1980,08/2015,452,77895.40452092646,7951.306193374348,M,53.3,4.4
1981,08/2015,511,129711.29532315549,9622.24206840923,M,35.2,10.9
1982,08/2015,214,114303.71828725937,8006.188770368571,M,,5.9
1983,08/2015,234,96185.61641236489,9711.267969309174,M,42.7,6.2
1984,08/2015,853,66004.89699301752,6786.173115287482,M,42.5,2.3
1985,08/2015,551,114034.31153731392,9062.447484625247,M,,4.3
1986,08/2015,505,67774.37804138396,7876.962578739767,M,33.7,2.5
1987,08/2015,508,109662.89746838114,9071.655621419628,M,54.1,8.3
1988,08/2015,795,55657.7495373825,6516.363161810079,M,50.4,8.6
1989,08/2015,317,119832.62635949398,8770.456545216655,M,33.3,2.7
1990,08/2015,792,71804.10295303894,7129.6660870030955,M,,8.7
1991,08/2015,974,98767.27971041107,9453.531568378341,M,34.8,8.2
1992,08/2015,117,85181.18709128654,9085.580145444332,M,59.4,17.1
1993,08/2015,410,112920.09483371473,9265.595521062134,M,38.0,17.4
1994,08/2015,182,95932.0607380388,8884.819362377688,M,40.0,14.4
1995,08/2015,119,69642.84362992532,8083.991680952937,M,65.9,15.4
1996,08/2015,236,99934.63860347055,9760.017179581962,M,42.3,6.7
1997,08/2015,449,84623.16243647564,8275.714940935219,M,38.4,18.7
1998,08/2015,494,83823.08309551599,7405.01901663693,M,48.7,7.9
1999,08/2015,609,92935.06005737906,7643.188268372583,M,,4.6
2000,12/2015,943,89300.43246809636,9826.847740898906,F,58.4,0.6
2001,12/2015,966,105401.59114893085,8814.805845332308,M,46.8,0.1
2002,12/2015,250,95399.33548637418,8523.66647232429,M,32.0,0.1
2003,12/2015,156,87884.81660785787,7702.559379528575,,64.8,0.7
2004,12/2015,67,63362.3744074651,6576.916862670415,M,60.7,0.4
2005,12/2015,684,71695.69322803548,8341.839788271533,M,,0.5
2006,12/2015,527,122745.19260369844,9237.653923775386,M,,0.4
2007,12/2015,556,108060.29453432556,8921.802189853348,M,50.7,0.8
2008,12/2015,446,106410.9525891238,8223.823969546514,M,49.5,0.1
2009,12/2015,841,70056.36858050994,6539.546108456776,M,48.2,0.7
2010,12/2015,126,61627.97590218752,7198.314505992241,M,53.2,0.7
2011,12/2015,910,93517.71099765443,9352.399773261095,M,58.2,0.6
2012,12/2015,112,78103.39982643952,7783.02084542886,M,54.8,0.9
2013,12/2015,191,88625.91176656124,8871.304664462943,M,50.4,0.1
2014,12/2015,739,75655.71061561925,6666.816713564836,M,37.6,0.6
2015,12/2015,579,98750.5435170878,8975.32636707716,M,41.3,0.3
2016,12/2015,111,99520.04636908312,8910.250775917379,M,45.4,0.8
2017,12/2015,285,73472.68064278035,7815.765927686335,M,47.3,1.0
2018,12/2015,796,83093.00983766069,9530.324713538863,M,59.2,0.3
2019,12/2015,310,66975.71100300491,7331.065280526997,M,42.2,0.8
2020,12/2015,458,86297.96138333871,9335.423971070808,M,39.7,0.2
2021,12/2015,884,98667.87281568172,8632.326787736027,M,64.1,0.6
2022,12/2015,335,66857.73817172436,8027.715244565375,M,47.0,0.8
2023,12/2015,521,86856.03887866599,7359.110105418639,M,56.1,0.8
2024,12/2015,887,101896.80573079498,8838.774721695616,M,,0.0
2025,12/2015,601,87514.61091387892,8627.763818420233,M,39.8,0.2
2026,12/2015,11,81040.43017232468,9139.382359168414,M,39.1,0.6
2027,12/2015,624,90245.1402098577,9072.338356039316,M,52.8,0.7
2028,12/2015,737,71846.01830400838,6551.336833139885,M,58.1,0.3
2029,12/2015,823,94422.53881079188,8480.200590759165,M,50.6,0.3
2030,12/2015,752,66297.95452300216,7656.485731185755,M,63.6,0.4
2031,12/2015,732,108334.06028702021,9716.540814244958,M,54.1,0.5
2032,12/2015,493,82577.87822249999,6767.701617294282,M,61.1,0.2
2033,12/2015,159,85600.7106803158,8619.546756117255,M,48.4,0.6
2034,12/2015,225,91981.85009297072,9237.210583789538,M,,0.6
2035,12/2015,784,84060.71531205802,6947.6806620585085,M,54.3,0.2
2036,12/2015,171,67227.28547579581,7694.791342944669,M,49.4,0.4
2037,12/2015,460,81374.25109712016,8221.682870282382,F,33.0,0.3
2038,12/2015,408,88064.45439260529,9482.015094252367,M,65.0,0.9
2039,12/2015,239,98456.82823047233,7844.840360337015,M,60.4,1.0
2040,12/2015,812,71211.03152040442,8583.585218874376,M,54.7,0.9
2041,12/2015,896,88770.15409558336,8171.211247735128,M,58.5,0.0
2042,12/2015,354,81829.61903639139,7883.58741085885,M,65.2,0.4
2043,12/2015,574,101049.69256905849,8395.672541849615,M,60.7,0.3
2044,12/2015,186,78197.94321733525,8535.903656671337,M,65.7,0.6
2045,12/2015,381,119962.45740481335,9964.020461434257,M,44.0,0.1
2046,12/2015,898,109038.66058393888,9961.40066557243,M,46.5,0.0
2047,12/2015,405,79986.40234193807,9305.721643391536,M,32.2,0.1
2048,12/2015,439,87844.8025880003,8470.352746248609,M,65.2,0.3
2049,12/2015,532,87224.40121153739,9839.068740122162,M,38.2,0.5
2050,12/2015,665,72031.79996529348,7451.455874506127,M,,0.6
2051,12/2015,962,77778.01120082538,9866.012440171737,,53.5,0.8
2052,12/2015,303,100135.30341152317,8647.018350957884,M,37.0,0.6
2053,12/2015,996,74909.2108868568,7207.853128996402,M,41.0,0.5
2054,12/2015,836,91702.41698824223,8390.778262100619,,55.4,0.2
2055,12/2015,840,70208.26819680083,7092.472915653877,M,35.8,0.3
2056,12/2015,459,100342.78463307384,8769.515411030841,M,36.2,0.4
2057,12/2015,611,91786.85716685707,9559.360377994019,M,62.4,0.4
2058,12/2015,467,79991.31800830705,7142.701874355758,M,,0.5
2059,12/2015,786,79820.36208491951,7876.7316182081195,M,46.5,0.0
2060,12/2015,23,84612.5440047703,6843.124998968124,M,51.4,0.9
2061,12/2015,302,77337.02184080328,7805.547064107594,M,47.2,0.2
2062,12/2015,289,71780.59808872105,8773.494749808244,M,39.5,0.5
2063,12/2015,155,89189.00703879475,7412.15846800526,M,57.3,0.4
2064,12/2015,327,70331.99106571122,8124.570822253345,M,51.8,0.8
2065,12/2015,114,79760.200947507,7237.794365451049,M,61.1,0.9
2066,12/2015,756,84520.30775712738,7879.204022600309,,54.8,0.3
2067,12/2015,880,73928.52295134925,8903.475147666002,M,45.6,0.6
2068,12/2015,660,63416.70917281318,7225.2492381311085,M,56.5,0.9
2069,12/2015,454,88357.64085975435,8747.099570724775,M,40.2,0.2
2070,12/2015,969,68702.82260856923,7480.456725381141,F,62.8,0.7
2071,12/2015,176,67895.52750203198,9287.998174986935,M,35.8,0.9
2072,12/2015,432,95973.18741225565,9769.057129692812,M,47.3,0.9
2073,12/2015,531,104218.21050953196,9222.44222281629,M,46.6,0.9
2074,12/2015,101,81272.5317246668,8602.623067771829,M,,0.9
2075,12/2015,738,87856.22861304235,7393.800911470786,M,36.7,0.3
2076,12/2015,271,96030.94974800195,9327.533776770155,M,64.8,0.4
2077,12/2015,423,86130.42089479016,7234.642847196794,M,59.1,0.6
2078,12/2015,765,67644.92378336184,7042.677076097765,M,47.8,0.8
2079,12/2015,691,82245.99719145051,8296.639389315364,M,44.8,0.4
2080,12/2015,533,94000.36547944005,8687.650630085316,,35.8,0.1
2081,12/2015,716,89604.4453502022,7552.158620787303,M,39.8,1.0
2082,12/2015,922,120352.84796670714,8913.941363147407,M,58.5,0.8
2083,12/2015,174,89356.825063218,8931.646176862128,M,46.1,0.9
2084,12/2015,200,94411.18015145819,8153.426167133761,M,39.0,0.7
2085,12/2015,316,63462.64571740476,7205.11465249643,M,34.8,0.2
2086,12/2015,307,105153.13730347021,9734.372316044612,M,65.0,0.7
2087,12/2015,882,74890.00866003874,7288.707674669496,M,33.7,0.6
2088,12/2015,706,97755.8188935013,7908.933649070026,M,51.7,0.3
2089,12/2015,829,98290.15814606228,10106.629345254929,M,35.3,0.5
2090,12/2015,719,76425.47492080259,6891.115271572975,M,32.6,1.0
2091,12/2015,935,89514.65868494798,8784.68785801471,M,38.9,0.3
2092,12/2015,68,105859.16061577422,9406.733350743878,F,35.8,1.0
2093,12/2015,815,112220.51990950207,9288.285269471986,,64.2,0.3
2094,12/2015,747,95997.03028882114,9104.637864328895,M,43.6,0.7
2095,12/2015,798,114730.27292830849,10301.552812529713,M,35.3,0.4
2096,12/2015,865,76201.51159327575,7164.6467059354,M,58.5,0.3
2097,12/2015,399,70861.71779584892,7179.501963785303,M,53.1,0.9
2098,12/2015,509,87764.1901274297,8970.983854113174,M,46.7,0.5
2099,12/2015,308,98414.97064047508,9612.873027025236,M,48.1,0.9
2100,12/2015,502,102512.04718909427,9824.852253307306,M,61.5,7.9
2101,12/2015,81,99283.81688177855,8998.847516651324,M,42.4,14.4
2102,12/2015,814,87921.16838455647,7934.803463022912,M,33.1,18.7
2103,12/2015,666,127483.40456421186,8945.973388906363,M,35.3,8.7
2104,12/2015,205,106492.61566722547,10033.795780226308,M,56.6,9.9
2105,12/2015,759,88671.72905620269,9062.686678610722,M,44.5,3.4
2106,12/2015,96,117403.55554270421,7844.857137284993,M,37.2,9.4
2107,12/2015,671,93091.7421561959,9680.29604958844,M,61.4,16.8
2108,12/2015,100,129511.00908931502,8693.398889554985,M,38.1,17.2
2109,12/2015,321,52500.75766213887,6675.640255842317,M,,10.1
2110,12/2015,602,102887.11038448244,9872.059950869469,M,37.3,17.8
2111,12/2015,453,87414.18256799567,9113.298606790395,F,60.6,5.4
2112,12/2015,396,88593.84759261605,8566.838931489081,M,33.1,12.5
2113,12/2015,113,80951.19579928828,8206.35731898817,M,,16.9
2114,12/2015,988,123310.6058772143,9909.761208921846,M,32.9,11.3
2115,12/2015,956,99086.44098105853,9578.803615133358,M,65.3,15.6
2116,12/2015,59,101593.60412604216,8790.591530942713,M,46.9,8.1
2117,12/2015,593,113940.66229901915,9641.456955707878,M,43.4,15.5
2118,12/2015,10,66073.23744215263,6136.047475693199,M,45.5,6.4
2119,12/2015,196,101039.68632085795,9218.672999390654,M,46.2,4.3
2120,12/2015,38,77147.39227195032,7889.893877743006,,51.3,5.9
2121,12/2015,625,99322.50091916598,9919.348770899105,M,57.7,13.8
2122,12/2015,570,85977.82433849508,7705.790336600452,M,47.1,16.8
2123,12/2015,745,79227.17852933923,6700.160917010984,M,51.3,15.9
2124,12/2015,764,82239.14932816492,8528.625765445779,M,47.3,15.0
2125,12/2015,66,139240.84618310616,10798.96663930466,M,40.0,18.9
2126,12/2015,84,90424.23322529926,7950.488248900274,,36.5,18.8
2127,12/2015,462,96310.84839368884,8486.107911644276,,39.3,10.3
2128,12/2015,952,85211.76982372788,10095.560189133403,M,56.4,4.4
2129,12/2015,970,121868.95194780694,9374.351344574223,M,34.0,11.4
2130,12/2015,333,88898.66833735537,9692.286173577577,M,50.1,8.4
2131,12/2015,274,96211.97269147265,8302.890965576795,M,63.7,8.6
2132,12/2015,981,97184.41463671575,9029.294894601324,M,62.2,1.6
2133,12/2015,110,108022.70525235085,8165.200069305683,M,59.4,15.7
2134,12/2015,383,75456.62937378026,8257.589687793412,M,37.5,15.6
2135,12/2015,542,99624.5132485061,8917.712871367316,M,35.2,7.8
2136,12/2015,787,100625.33168352299,8796.776685621486,M,59.9,12.3
2137,12/2015,57,76607.76070261317,8746.511262945354,M,65.6,16.7
2138,12/2015,412,83877.58118096982,7677.647142089786,M,59.3,4.6
2139,12/2015,177,97749.67348606816,8144.221050153164,M,41.0,1.9
2140,12/2015,560,101939.162919805,8482.854315343868,M,41.8,12.4
2141,12/2015,398,71634.94052059895,6579.5531453938165,M,52.0,4.8
2142,12/2015,916,84522.53523382825,9361.036321973737,M,65.1,18.0
2143,12/2015,965,86667.61026624758,7726.495207705635,M,65.8,5.6
2144,12/2015,746,113852.84560279109,8699.026954807085,M,48.2,1.6
2145,12/2015,912,104917.35357721506,8653.96461898944,M,55.6,16.5
2146,12/2015,257,71048.6211394023,7508.602940164735,M,36.1,4.5
2147,12/2015,727,79169.97336823291,7570.854623254152,M,53.5,16.6
2148,12/2015,144,94797.57331380805,7467.620793251113,M,43.3,7.4
2149,12/2015,164,117762.8562640204,8635.026435561704,M,39.8,10.5
2150,12/2015,48,92527.27450120148,8840.061672610924,M,63.4,11.9
2151,12/2015,872,79229.9461160669,9175.344109722697,M,50.2,11.6
2152,12/2015,391,77520.60741694886,7655.708833027507,M,47.8,2.2
2153,12/2015,703,76072.71190110908,8642.434072564061,M,,7.8
2154,12/2015,504,71152.50686699303,6476.141551779971,M,40.0,1.8
2155,12/2015,876,63878.627499418384,6549.967175512741,M,34.7,5.8
2156,12/2015,69,93479.34433349536,8848.624647186773,M,57.1,11.5
2157,12/2015,736,69357.38836186109,8055.599730641028,M,43.1,13.3
2158,12/2015,899,114387.06078522415,8661.808480997974,M,58.6,10.2
2159,12/2015,219,81460.91027791095,7367.923701273298,M,39.4,17.3
2160,12/2015,451,97640.71879979775,8851.904506399664,M,47.1,10.2
2161,12/2015,407,58045.65882679097,6586.135017999957,M,46.4,2.4
2162,12/2015,735,74795.52036698574,8322.180952116973,M,54.1,4.8
2163,12/2015,249,85742.87875295951,8928.078738614397,M,60.9,8.2
2164,12/2015,145,98560.92632307204,8933.29434188083,M,49.4,7.5
2165,12/2015,12,75421.62976292621,8633.043759356302,M,59.0,15.6
2166,12/2015,724,104785.16240586473,9494.981008114288,F,47.8,16.0
2167,12/2015,728,81374.26574340694,8578.771284693905,M,57.5,2.9
2168,12/2015,948,72681.29516960547,7232.355564517555,M,37.5,3.6
2169,12/2015,464,93679.0792503367,8383.059027488971,M,58.4,6.4
2170,12/2015,278,66315.54707628337,7939.690022778162,,47.4,10.8
2171,12/2015,89,97988.14624701312,7341.857181974464,M,42.9,7.5
2172,12/2015,124,92068.20561499396,8892.22015399404,M,35.2,9.5
2173,12/2015,185,84554.71774945028,9614.265043267847,M,35.5,14.5
2174,12/2015,514,105632.65793123013,8538.12510248104,M,45.0,12.9
2175,12/2015,651,65757.3103231308,7442.020398662213,M,39.2,8.3
2176,12/2015,669,63662.168115480075,6534.613317776994,M,52.7,13.9
2177,12/2015,97,82774.27935560832,8696.48595556552,M,62.2,11.0
2178,12/2015,924,93335.26493489214,9028.956409437551,M,64.5,11.3
2179,12/2015,323,99335.93523736451,8432.364631652288,F,48.5,8.9
2180,12/2015,643,112064.67880357936,8916.141876143385,M,35.7,16.0
2181,12/2015,890,95364.79815001744,8194.43407074451,M,55.4,17.6
2182,12/2015,929,77224.26882024427,8949.374610981262,M,41.7,4.4
2183,12/2015,670,106705.59494996011,9706.054278061789,M,36.1,8.3
2184,12/2015,181,77734.67173858076,8681.403442490018,M,36.8,10.0
2185,12/2015,963,84091.62850425583,9043.296017447012,M,50.0,10.8
2186,12/2015,997,89850.90771809267,7383.917589136425,M,61.6,10.5
2187,12/2015,858,93398.01222569335,9556.707595692036,M,38.2,1.5
2188,12/2015,403,97899.3484067981,7470.041524554296,M,45.4,7.8
2189,12/2015,572,101904.30338384042,8914.729213298173,M,,7.6
2190,12/2015,754,96516.66896586333,8871.178858747175,M,55.8,11.8
2191,12/2015,72,62317.052903764714,6742.6623144812,M,46.7,11.5
2192,12/2015,283,77522.7110946893,7341.7864174095785,M,57.9,9.6
2193,12/2015,705,78885.36286879623,9947.648285256137,M,46.5,1.7
2194,12/2015,983,115989.47388687187,9978.130147388056,M,36.0,14.7
2195,12/2015,305,90996.64804344781,10162.953237460522,M,63.1,4.2
2196,12/2015,857,105369.64020213552,9162.044200882276,M,37.8,3.3
2197,12/2015,74,84499.40684015998,8904.530906058879,M,37.2,15.0
2198,12/2015,824,80879.49333009578,9090.454627919546,M,56.3,2.9
2199,12/2015,231,94337.50910074956,9391.57294581294,,42.2,17.8
2200,12/2015,130,86899.16630739607,8016.559333864329,M,59.5,15.0
2201,12/2015,248,109357.6531943763,8479.901738054954,M,36.4,14.8
2202,12/2015,149,77511.67823912125,6853.43648510477,M,52.6,5.5
2203,12/2015,329,92821.339451869,8229.870064134948,M,43.4,4.5
2204,12/2015,582,123782.13631284346,8835.392477685624,M,46.1,4.4
2205,12/2015,328,91300.32319661255,8703.27742988166,M,39.4,11.4
2206,12/2015,779,81445.89352409195,7695.132160834935,M,,18.0
2207,12/2015,807,76046.0202630701,7930.698738072194,M,,12.8
2208,12/2015,821,75315.40101518155,7846.8377455240425,M,55.6,4.4
2209,12/2015,366,118500.29391257926,8790.043121702154,M,42.9,7.5
2210,12/2015,433,80255.83671957247,7447.161057510009,M,37.5,8.6
2211,12/2015,371,67104.50425509427,7622.825101024391,M,52.2,5.6
2212,12/2015,384,93966.04068160545,9651.62712149477,M,43.5,2.5
2213,12/2015,632,112452.33623921988,8614.957469299561,M,35.3,14.1
