,Month,Driver_id,Total_income,Total_km,Gender,Age,Vetek
965,04/2015,622,404207.1156727408,8316.68413221485,M,53.2,7.6
966,04/2015,937,929600.0058585318,7174.620150772078,M,54.9,11.5
967,04/2015,775,2776784.3249195735,8970.095223285203,M,50.4,9.8
968,04/2015,623,3182484.7694997233,8548.962137080183,,,14.4
969,04/2015,87,705999.028226337,14255.127240165575,M,48.0,15.4
970,04/2015,80,595805.3995447959,9016.874876001946,M,57.8,17.5
971,04/2015,434,256981.1537544076,9665.937350783777,M,36.5,7.7
972,04/2015,210,109740.32114527229,11571.760007866755,M,37.0,1.9
973,04/2015,860,1081968.0741308865,11462.533189486212,M,38.0,16.8
974,04/2015,220,3738682.8551148344,9005.538692316788,M,32.1,7.3
975,04/2015,769,1258369.4277629962,7819.083894617936,,58.8,18.9
976,04/2015,692,469916.7647139266,7400.962898243484,M,42.4,2.3
977,04/2015,546,335874.03567254986,8389.529474257572,M,55.6,13.5
978,04/2015,777,105042.31360540912,10941.426241754689,M,59.2,16.0
979,04/2015,581,91033.81301611006,8422.53376456467,M,35.5,18.5
980,04/2015,452,636201.9933931739,8426.72560095301,M,53.3,4.4
981,04/2015,511,720126.0462809454,8348.960006822179,M,35.2,10.9
982,04/2015,214,799714.4780116199,7868.833926633714,M,,5.9
983,04/2015,234,153758.3356106546,8999.687606397485,M,42.7,6.2
984,04/2015,853,331717.04648679215,8257.25390133204,M,42.5,2.3
985,04/2015,551,2360600.4807800436,6687.4588812846605,M,,4.3
986,04/2015,505,420770.87594324915,8150.962371233987,M,33.7,2.5
987,04/2015,508,592005.2239453653,9543.457184342764,M,54.1,8.3
988,04/2015,795,460485.992795432,13060.447520453296,M,50.4,8.6
989,04/2015,317,523480.28886382614,8589.149271762066,M,33.3,2.7
990,04/2015,792,657706.5272051902,8372.844359925715,M,,8.7
991,04/2015,974,380360.5244143879,7887.658469594507,M,34.8,8.2
992,04/2015,117,3799294.5317122303,9773.412275560153,M,59.4,17.1
993,04/2015,410,2417249.2699634586,13623.515862004235,M,38.0,17.4
994,04/2015,182,529381.0985539046,12830.876122181506,M,40.0,14.4
995,04/2015,119,658374.7059712285,10768.408825225637,M,65.9,15.4
996,04/2015,236,580489.9536003907,8405.106262240124,M,42.3,6.7
997,04/2015,449,979248.8216949889,8436.909786379341,M,38.4,18.7
998,04/2015,494,193006.38655334222,8672.324620638123,M,48.7,7.9
999,04/2015,609,662582.2578078051,11491.13199864404,M,,4.6
1000,08/2015,943,1073894.2644017509,7225.481589799602,F,58.4,0.6
1001,08/2015,966,4210820.18294762,8573.26315640758,M,46.8,0.1
1002,08/2015,250,3885000.9207315138,10109.5795087145,M,32.0,0.1
1003,08/2015,156,3023927.318639187,10924.32205071414,,64.8,0.7
1004,08/2015,67,100788.86756961106,9349.278751596197,M,60.7,0.4
1005,08/2015,684,345938.666625289,6794.986910728205,M,,0.5
1006,08/2015,527,1507644.3308960304,7524.655981873198,M,,0.4
1007,08/2015,556,345992.33378034376,9278.216505798222,M,50.7,0.8
1008,08/2015,446,174683.5865895027,8339.261218725349,M,49.5,0.1
1009,08/2015,841,325497.46712431766,7178.224609713029,M,48.2,0.7
1010,08/2015,126,3946164.713269675,7424.073023929283,M,53.2,0.7
1011,08/2015,910,369727.1584501647,9765.330581577793,M,58.2,0.6
1012,08/2015,112,218302.51094608914,8309.774724583607,M,54.7,0.9
1013,08/2015,191,217969.5986820419,9898.71374409186,M,50.4,0.1
1014,08/2015,739,265509.6142191108,9268.724111239626,M,37.6,0.6
1015,08/2015,579,576696.1798570644,7956.627695859426,M,41.3,0.3
1016,08/2015,111,433612.8908712251,9450.23606416175,M,45.4,0.8
1017,08/2015,285,692395.3379344838,7235.62144132579,M,47.3,1.0
1018,08/2015,796,1315423.461235132,7750.374773286032,M,59.2,0.3
1019,08/2015,310,3097887.3707711934,9449.59599619763,M,42.2,0.8
1020,08/2015,458,154865.0077849547,10274.13771794644,M,39.7,0.2
1021,08/2015,884,1025646.5759208588,9553.339115459405,M,64.1,0.6
1022,08/2015,335,541165.9742213833,8750.917238124111,M,47.0,0.8
1023,08/2015,521,366602.1714873749,9166.86165241913,M,56.1,0.8
1024,08/2015,887,848005.6406861765,7472.967033352437,M,,0.0
1025,08/2015,601,837568.8186451595,7681.756358301111,M,39.8,0.2
1026,08/2015,11,460441.994193495,10698.309333201016,M,39.1,0.6
1027,08/2015,624,585850.3592487106,8678.765863534538,M,52.8,0.7
1028,08/2015,737,687257.8929749584,8510.596449622542,M,58.1,0.3
1029,08/2015,823,806093.777072975,9858.39845707001,M,50.6,0.3
1030,08/2015,752,378745.7079542183,9052.73892226768,M,63.6,0.4
1031,08/2015,732,894386.8794402062,10883.744957940282,M,54.1,0.5
1032,08/2015,493,2521461.1138056912,8049.17729103138,M,61.1,0.2
1033,08/2015,159,1301843.7716860997,10913.825066411875,M,48.4,0.6
1034,08/2015,225,154352.97000306737,10415.486121004855,M,,0.6
1035,08/2015,784,792435.918178212,8448.137354521903,M,54.3,0.2
1036,08/2015,171,651936.8840750633,11026.198037341017,M,49.4,0.4
1037,08/2015,460,753734.4366327071,7870.712248803102,F,33.0,0.3
1038,08/2015,408,370957.6117917284,8719.366762125606,M,65.0,0.9
1039,08/2015,239,595696.664130916,9749.809690818925,M,60.4,1.0
1040,08/2015,812,1048628.3527564,9371.004062577562,M,54.7,0.9
1041,08/2015,896,133210.7101077001,10273.151529894472,M,58.5,0.0
1042,08/2015,354,924832.6523478623,11345.66589103538,M,65.2,0.4
1043,08/2015,574,278775.6425266459,8114.093377330375,M,60.7,0.3
1044,08/2015,186,1086950.5227918187,11743.519442834237,M,65.7,0.6
1045,08/2015,381,3681997.9815870514,9384.87780436302,M,44.0,0.1
1046,08/2015,898,258943.57774560098,9214.395485994108,M,46.5,0.0
1047,08/2015,405,2421766.8005652633,7539.514829015594,M,32.2,0.1
1048,08/2015,439,1214402.613009528,11334.253185823614,M,65.2,0.3
1049,08/2015,532,806201.8281654,8934.382538303382,M,38.2,0.5
1050,08/2015,665,1051776.117070557,9481.02026245784,M,,0.6
1051,08/2015,962,515474.1991220261,8966.90579535945,,53.5,0.8
1052,08/2015,303,161415.46775647273,9370.212652949074,M,37.0,0.6
1053,08/2015,996,619023.8253584582,9803.684419538255,M,41.0,0.5
1054,08/2015,836,1825520.768719736,10227.860258202041,,55.4,0.2
1055,08/2015,840,3248417.5217006644,8166.388656802362,M,35.8,0.3
1056,08/2015,459,2100619.6077091624,9671.64318229329,M,36.2,0.4
1057,08/2015,611,194376.98000142656,11528.192349319543,M,62.4,0.4
1058,08/2015,467,420100.23184722295,9273.47291473276,M,,0.5
1059,08/2015,786,260579.3500456592,8596.917111014272,M,46.5,0.0
1060,08/2015,23,473421.93179460336,9199.455444579278,M,51.4,0.9
1061,08/2015,302,279301.09852728463,11249.028815718064,M,47.2,0.2
1062,08/2015,289,2447254.5195347983,7985.205279093764,M,39.5,0.5
1063,08/2015,155,1358102.0198375948,9467.43633352054,M,57.3,0.4
1064,08/2015,327,71312.65535969398,8682.210810832901,M,51.8,0.8
1065,08/2015,114,772563.3671445159,9591.936474694881,M,61.1,0.9
1066,08/2015,756,3905570.4746924923,9404.134045474586,,54.8,0.3
1067,08/2015,880,3215499.3326776167,12181.97035811857,M,45.6,0.6
1068,08/2015,660,231153.6079088558,7453.138937914801,M,56.5,0.9
1069,08/2015,454,416640.9292610817,8150.750866633069,M,40.2,0.2
1070,08/2015,969,662239.908836883,9413.002019851756,F,62.8,0.7
1071,08/2015,176,823501.2325306565,9306.736252810264,M,35.8,0.9
1072,08/2015,432,1242201.0299721416,14419.876734730438,M,47.3,0.9
1073,08/2015,531,2949190.9354601684,9065.856097974236,M,46.6,0.9
1074,08/2015,101,1241563.939090512,7036.636001290811,M,,0.9
1075,08/2015,738,5630573.809019542,8970.156642182832,M,36.7,0.3
1076,08/2015,271,401819.70313712064,7376.240159831355,M,64.8,0.4
1077,08/2015,423,407166.03297549585,7492.303430265662,M,59.1,0.6
1078,08/2015,765,2259645.357060305,7777.862526514325,M,47.8,0.8
1079,08/2015,691,2551720.4290630114,9434.58648451201,M,44.8,0.4
1080,08/2015,533,997886.9404390145,7846.2166564801755,,35.8,0.1
1081,08/2015,716,379316.6184364949,8019.839401726208,M,39.8,1.0
1082,08/2015,922,1127939.086394926,10470.017132493715,M,58.5,0.8
1083,08/2015,174,527050.1744572336,10221.294646516768,M,46.1,0.9
1084,08/2015,200,479568.4609736466,7991.170424274165,M,39.0,0.7
1085,08/2015,316,1684921.6987591095,7208.8148315658855,M,34.8,0.2
1086,08/2015,307,3838253.8484957144,12895.612283344153,M,65.0,0.7
1087,08/2015,882,4365969.018247968,9206.075722527139,M,33.7,0.6
1088,08/2015,706,7215400.5812012125,10246.637978168968,M,51.7,0.3
1089,08/2015,829,329752.12358432874,9567.871017503632,M,35.3,0.5
1090,08/2015,719,413843.26296479156,8772.22593458999,M,32.6,1.0
1091,08/2015,935,509421.9784150139,9516.948865329701,M,38.9,0.3
1092,08/2015,68,124952.18115532504,9241.289181610538,F,35.8,1.0
1093,08/2015,815,321240.7863827658,8897.389096035775,,64.2,0.3
1094,08/2015,747,268822.7144613738,9584.210596707606,M,43.6,0.7
1095,08/2015,798,66942.37423881146,6543.435907949966,M,35.3,0.4
1096,08/2015,865,664003.647748433,10315.959088838941,M,58.5,0.3
1097,08/2015,399,438654.65733418695,9792.594747900366,M,53.1,0.9
1098,08/2015,509,460342.32909116213,10926.93870286759,M,46.7,0.5
1099,08/2015,308,331809.9779094566,7937.768755102195,M,48.1,0.9
1100,08/2015,502,549648.9378147738,7896.843415922934,M,61.5,7.9
1101,08/2015,81,489821.574181399,8218.919432606446,M,42.4,14.4
1102,08/2015,814,531254.0281880372,12010.33232727464,M,33.1,18.7
1103,08/2015,666,1297566.4134378275,7718.050783065742,M,35.3,8.7
1104,08/2015,205,417704.91196547693,8477.795599393685,M,56.6,9.9
1105,08/2015,759,800058.1028630179,6896.854863185356,M,44.5,3.4
1106,08/2015,96,370893.7822160118,10023.948441973514,M,37.2,9.4
1107,08/2015,671,765255.1960711235,14531.638687543282,M,61.4,16.8
1108,08/2015,100,4202359.235945726,11404.04242691317,M,38.1,17.2
1109,08/2015,321,508651.64541614783,8366.461387009125,M,,10.1
1110,08/2015,602,1351247.0395255834,8778.58119714414,M,37.3,17.8
1111,08/2015,453,1543462.2710962552,9663.224395011845,F,60.6,5.4
1112,08/2015,396,782728.0859990778,12571.812997074585,M,33.1,12.5
1113,08/2015,113,254983.12738714737,10324.917150974123,M,,16.9
1114,08/2015,988,206745.9163561438,8728.662992668915,M,32.9,11.3
1115,08/2015,956,210183.21578154946,7849.927788319876,M,65.2,15.6
1116,08/2015,59,2625657.4567932747,7343.280534475242,M,46.9,8.1
1117,08/2015,593,1789701.5464590513,9567.495736076718,M,43.4,15.5
1118,08/2015,10,1081290.7224384479,8454.31416168061,M,45.5,6.4
1119,08/2015,196,717392.589370109,10534.492094433657,M,46.2,4.3
1120,08/2015,38,933367.8848185122,7410.393527972133,,51.3,5.9
1121,08/2015,625,128665.74319132534,10873.635852143381,M,57.7,13.8
1122,08/2015,570,264336.5949544174,8402.763766083632,M,47.1,16.8
1123,08/2015,745,536851.1921749788,10531.137911357164,M,51.3,15.9
1124,08/2015,764,443850.2427302908,9007.476237777018,M,47.3,15.0
1125,08/2015,66,2010125.2505325386,13003.234904644043,M,40.0,18.9
1126,08/2015,84,2701696.040740219,14153.047148650268,,36.5,18.8
1127,08/2015,462,1810304.59678732,7333.42767249592,,39.3,10.3
1128,08/2015,952,266945.1456704268,8133.781278698146,M,56.4,4.4
1129,08/2015,970,401538.05918501434,7693.1790342723625,M,34.0,11.4
1130,08/2015,333,169874.77334189255,8288.65120070962,M,50.1,8.4
1131,08/2015,274,863301.7216529283,10370.0814160799,M,63.7,8.6
1132,08/2015,981,463342.92895419017,8790.391786262928,M,62.2,1.6
1133,08/2015,110,258638.13086925188,11260.81985253267,M,59.4,15.7
1134,08/2015,383,428089.2687733152,8315.24880722688,M,37.5,15.6
1135,08/2015,542,3728244.2757823025,8778.058018536285,M,35.2,7.8
1136,08/2015,787,192097.60991678017,7749.5745996640235,M,59.9,12.3
1137,08/2015,57,411703.6656377053,7786.165414639336,M,65.6,16.7
1138,08/2015,412,732643.6221682803,12297.393807592365,M,59.3,4.6
1139,08/2015,177,641387.3147613251,7822.207218987679,M,41.0,1.9
1140,08/2015,560,652100.4586675701,8220.255201523003,M,41.8,12.4
1141,08/2015,398,543084.1167497296,8040.9303192202715,M,52.0,4.8
1142,08/2015,916,109826.39650530249,7434.558685497068,M,65.1,18.0
1143,08/2015,965,361100.3370517503,6986.915710664887,M,65.8,5.6
1144,08/2015,746,532156.9710095658,8013.224001452013,M,48.2,1.6
1145,08/2015,912,185735.645348524,8116.933294360808,M,55.6,16.5
1146,08/2015,257,360747.6719041206,6841.315827269603,M,36.1,4.5
1147,08/2015,727,312284.6461148315,9446.070004014788,M,53.5,16.6
1148,08/2015,144,5930730.401329691,9739.752853233424,M,43.3,7.4
1149,08/2015,164,3097708.5027989578,10081.813808916657,M,39.8,10.5
1150,08/2015,48,439770.2877326062,9797.437276213874,M,63.4,11.9
1151,08/2015,872,458726.4534955676,10124.264485240687,M,50.2,11.6
1152,08/2015,391,558616.2001499365,9286.93785326962,M,47.8,2.2
1153,08/2015,703,481209.9014774764,11357.26506113559,M,,7.8
1154,08/2015,504,1178166.0538916176,8726.054049523966,M,40.0,1.8
1155,08/2015,876,2209692.1640684432,8094.947755664903,M,34.7,5.8
1156,08/2015,69,4300175.345761056,10794.83545474701,M,57.1,11.5
1157,08/2015,736,1501013.018760227,9846.647868515412,M,43.1,13.3
1158,08/2015,899,2928113.6766805504,11426.645596315022,M,58.6,10.2
1159,08/2015,219,315655.9105244117,10723.532090024342,M,39.4,17.3
1160,08/2015,451,850016.2760672157,6304.7498726511485,M,47.1,10.2
1161,08/2015,407,1826224.5984350203,9225.303696792567,M,46.4,2.4
1162,08/2015,735,477833.4344295443,8427.357823316614,M,54.1,4.8
1163,08/2015,249,321514.96865367366,8957.926983792537,M,60.9,8.2
1164,08/2015,145,87207.16389432098,8310.048691730557,M,49.4,7.5
1165,08/2015,12,304995.9933176138,16198.121016655967,M,59.0,15.6
1166,08/2015,724,2265338.43809713,8237.328404536713,F,47.8,16.0
1167,08/2015,728,4469073.480098259,8387.822010467531,M,57.5,2.9
1168,08/2015,948,653214.3376343668,8584.060385290626,M,37.5,3.6
1169,08/2015,464,597655.2478006947,8059.149929395765,M,58.4,6.4
1170,08/2015,278,414742.4608846313,8819.328316724797,,47.4,10.8
1171,08/2015,89,2590670.691150816,8280.577947138647,M,42.9,7.5
1172,08/2015,124,1071364.4885591802,7840.350822170427,M,35.2,9.5
1173,08/2015,185,221813.83617236404,13435.274786938877,M,35.5,14.5
1174,08/2015,514,99847.08129020377,7008.0759951130985,M,45.0,12.9
1175,08/2015,651,472525.57051058166,7821.813671309449,M,39.2,8.3
1176,08/2015,669,367266.81357702205,9434.344702610417,M,52.6,13.9
1177,08/2015,97,417342.77313762065,8605.867836216568,M,62.2,11.0
1178,08/2015,924,409821.86291069695,8576.56585882239,M,64.5,11.3
1179,08/2015,323,289987.37993120385,9011.833049918505,F,48.5,8.9
1180,08/2015,643,1233012.4985488923,9643.01750146342,M,35.7,16.0
1181,08/2015,890,3261983.1130438955,12068.796204122369,M,55.4,17.6
1182,08/2015,929,387493.5776754905,12810.960015994233,M,41.7,4.4
1183,08/2015,670,2966638.6931169494,10537.12965316253,M,36.1,8.3
1184,08/2015,181,907777.7304073155,8875.607219035526,M,36.8,10.0
1185,08/2015,963,2886872.0641593374,12096.326202573884,M,50.0,10.8
1186,08/2015,997,662367.8592805663,9298.416342309825,M,61.6,10.5
1187,08/2015,858,689749.0457409393,10184.154688716526,M,38.2,1.5
1188,08/2015,403,209048.78956239877,7442.6903385729465,M,45.4,7.8
1189,08/2015,572,597690.0243216275,11945.32163133993,M,,7.6
1190,08/2015,754,315899.48317835707,9618.566824244903,M,55.8,11.8
1191,08/2015,72,605656.2100709644,13582.892817212547,M,46.7,11.5
1192,08/2015,283,487190.9004831977,9442.294037413547,M,57.9,9.6
1193,08/2015,705,595222.6492120629,8147.212712860865,M,46.5,1.7
1194,08/2015,983,575854.1447061505,9199.3611126379,M,36.0,14.7
1195,08/2015,305,1971572.6938084986,7474.341584292874,M,63.1,4.2
1196,08/2015,857,1132600.2918430266,9439.651003302111,M,37.8,3.3
1197,08/2015,74,5256466.700545132,10012.916373585187,M,37.2,15.0
1198,08/2015,824,1280052.3127530382,9340.700012271396,M,56.3,2.9
1199,08/2015,231,111672.90772356103,6903.914129171505,,42.2,17.8
1200,08/2015,130,10207206.51488928,8691.380392073637,M,59.5,15.0
1201,08/2015,248,124508.22716898534,10613.156754443677,M,36.4,14.8
1202,08/2015,149,687880.5964171794,12083.821737338554,M,52.6,5.5
1203,08/2015,329,1094803.182831083,10288.802137819795,M,43.4,4.5
1204,08/2015,582,593386.7122680094,10559.406319775013,M,46.1,4.4
1205,08/2015,328,489410.13236951095,10073.311314874218,M,39.4,11.4
1206,08/2015,779,273667.98520637525,8336.832811921156,M,,18.0
1207,08/2015,807,179366.20098245665,11140.014440543166,M,,12.8
1208,08/2015,821,1803092.4651062314,7783.486322008451,M,55.6,4.4
1209,08/2015,366,185419.3180858427,9491.651631747896,M,42.9,7.5
1210,08/2015,433,277548.4273383424,6539.351812187309,M,37.5,8.6
1211,08/2015,371,176514.7205933988,7233.709438906133,M,52.2,5.6
1212,08/2015,384,1547799.9818371877,8336.825667607662,M,43.5,2.5
1213,08/2015,632,308310.02799126547,7965.322614158029,M,35.3,14.1
1214,08/2015,861,3902377.8671149337,8419.783562500123,M,48.3,12.6
1215,08/2015,65,212017.8687377644,8029.213888689964,,46.8,15.7
1216,08/2015,877,290395.3009805026,10441.242102331867,M,40.8,16.7
1217,08/2015,244,324453.15633470064,9781.181505382287,M,40.5,3.1
1218,08/2015,863,731858.8668643952,10218.806539169866,M,48.7,17.6
1219,08/2015,350,572297.3740010796,9762.456941887123,M,52.6,18.5
1220,08/2015,160,365514.6872546133,7497.582198307189,M,34.9,18.1
1221,08/2015,45,350591.1832187832,7251.691244131251,M,40.4,11.4
1222,08/2015,497,978976.8638490833,8947.50771107169,,46.3,11.7
1223,08/2015,237,428327.2421189354,10398.224583116385,M,39.1,10.7
1224,08/2015,9,366209.13548327866,7108.470005035986,M,50.3,8.9
1225,08/2015,172,506116.120426464,13369.76082171839,M,55.4,10.6
1226,08/2015,918,281774.0795290801,10074.75095509867,M,45.0,2.6
1227,08/2015,950,3882316.569601606,7960.680516083605,M,34.7,6.3
1228,08/2015,134,435031.2972570078,7467.22224907303,M,64.7,6.2
1229,08/2015,140,535370.5553426623,7612.295236635679,M,,14.0
1230,08/2015,238,334952.84810528497,11274.882866737169,M,61.8,3.6
1231,08/2015,567,4650589.279297878,12851.902652184253,M,49.1,15.0
1232,08/2015,146,506648.96415110317,7960.70406928318,M,38.1,5.6
1233,08/2015,519,133317.42653439118,11074.634858922052,,42.7,1.7
1234,08/2015,428,65102.15140577878,6671.612376771954,M,37.0,13.8
1235,08/2015,612,451670.18051340594,10947.782619790316,M,56.8,10.3
1236,08/2015,153,413608.91465161875,10238.67889237507,M,32.3,18.2
1237,08/2015,592,183460.41537892315,7042.1825649468265,M,52.6,12.7
1238,08/2015,713,151575.75096266804,7212.79786953392,M,45.8,18.2
1239,08/2015,933,115441.40151055386,7497.406983440949,M,48.6,14.2
1240,08/2015,686,292890.12496344006,8967.859116776452,M,40.8,5.5
1241,08/2015,331,2572795.5612399336,14912.602354052242,M,36.7,9.1
1242,08/2015,885,294255.58854164433,11247.96934886118,M,62.8,6.5
1243,08/2015,842,570841.0727954346,7903.485307739231,M,48.5,6.3
1244,08/2015,951,1193184.7506342994,10989.98155247493,M,65.1,10.5
1245,08/2015,597,316057.3110197329,8220.909754221935,M,60.0,13.1
1246,08/2015,93,1794918.0709571438,7659.850618616282,F,38.4,14.3
1247,08/2015,402,2211579.9420646266,8435.353061838348,M,35.4,15.1
1248,08/2015,435,372357.1593025284,9220.417363871122,F,60.4,17.1
1249,08/2015,751,4561498.501374375,9862.942511694653,M,55.1,6.5
1250,08/2015,733,1805792.3201857868,7359.822452972974,M,52.2,13.6
1251,08/2015,121,373495.71406679554,9198.320631584378,M,58.7,18.4
1252,08/2015,760,482020.53212208475,9661.196247208687,M,47.8,11.1
1253,08/2015,372,3613459.3258668133,11417.071549471404,M,33.0,14.3
1254,08/2015,441,696973.187580278,12476.118841045283,M,51.6,2.3
1255,08/2015,270,141413.68191471917,8402.122266451319,M,40.7,10.1
1256,08/2015,260,283147.4479215248,11864.540555937889,M,34.6,1.1
1257,08/2015,442,584461.174145553,16575.625156285518,M,61.5,13.5
1258,08/2015,19,3485869.6614822866,9244.522878080015,M,,12.4
1259,08/2015,218,428877.2394147472,8197.988291733755,M,60.8,12.0
1260,08/2015,1000,501015.19730243715,8698.269020580086,M,45.2,4.0
1261,08/2015,967,2099039.680960562,9289.440196514182,M,56.6,2.4
1262,08/2015,413,884243.3419143884,12400.929604800463,M,47.8,1.0
1263,08/2015,780,2830471.6752524036,8125.875634106498,M,51.8,1.9
1264,08/2015,538,245484.7844219075,12631.88229672159,,44.3,13.5
1265,08/2015,255,3062646.883146198,8656.81511355442,M,50.9,15.2
1266,08/2015,211,480966.9438038301,8589.52304151969,M,36.7,8.5
1267,08/2015,465,4165551.951301424,8376.41864774266,M,62.0,17.2
1268,08/2015,583,853924.5937330478,8539.025731966922,M,39.0,8.2
1269,08/2015,489,1704070.477523704,7519.584313988335,M,39.7,17.4
1270,08/2015,353,155437.53093710524,11993.789894526875,M,65.8,5.3
1271,08/2015,415,3342445.327958183,9118.244363394208,M,62.5,7.1
1272,08/2015,594,2102838.85429903,9467.787477378599,F,44.6,12.7
1273,08/2015,957,157674.00748884067,9088.850032568542,M,55.4,5.3
1274,08/2015,394,575071.6058370108,13275.646068610682,M,56.1,5.1
1275,08/2015,674,638715.9656931224,9134.44778221279,M,61.2,16.6
1276,08/2015,646,853882.8542779298,8781.423992400521,M,35.1,10.2
1277,08/2015,972,558442.6694127343,9377.582290552962,M,65.6,1.6
1278,08/2015,791,347316.1938729516,9539.650207322238,M,60.0,8.0
1279,08/2015,78,190138.98686254263,7647.040347870129,M,36.8,7.9
1280,08/2015,548,5065778.148008202,7604.336814226042,M,52.2,12.5
1281,08/2015,536,650129.2126534435,10951.146552446882,M,55.4,3.4
1282,08/2015,621,1151272.4119731584,7969.429932396818,M,54.8,1.7
1283,08/2015,762,1642655.1693923022,8313.311723969176,M,47.3,14.9
1284,08/2015,516,1603960.8035661431,7634.848490847899,M,65.6,18.0
1285,08/2015,216,2877565.0700105745,8131.572511700897,M,36.4,14.5
1286,08/2015,635,190166.73013732448,8947.605700176464,M,55.3,14.8
1287,08/2015,926,325404.6105754113,9121.439025616784,M,43.2,14.0
1288,08/2015,135,629572.0493012185,8601.666828214611,,,10.5
1289,08/2015,387,274250.1211097959,7188.884920577761,M,46.8,16.0
1290,08/2015,925,276717.86265036603,8114.1775541714205,M,57.3,5.5
1291,08/2015,85,388257.6098456834,7830.940710938495,M,38.7,16.7
1292,08/2015,586,2233881.879861825,8721.369475484044,M,32.2,7.8
1293,08/2015,571,2171059.2851151596,8847.469298863238,M,53.2,13.8
1294,08/2015,855,4424698.510359398,8767.132958178083,M,64.2,15.2
1295,08/2015,685,4384932.083780772,8635.045137375879,M,47.0,7.8
1296,08/2015,63,555935.62604779,9078.24897086188,M,61.6,12.5
1297,08/2015,264,351641.305283152,9090.166174318114,M,59.1,12.7
1298,08/2015,701,1059150.8855284457,8835.216699757411,M,37.3,10.7
1299,08/2015,73,417870.67678423505,8875.270929065584,M,48.6,14.7
1300,08/2015,478,807712.7171294057,10838.326576762007,M,35.7,7.8
1301,08/2015,661,274402.703404964,10002.131995175121,M,57.1,1.7
1302,08/2015,228,1748299.7018681495,8324.158416902455,M,48.1,9.5
1303,08/2015,309,473677.39783218526,8677.784107528603,M,38.3,14.6
1304,08/2015,382,3998184.3642297853,8828.31201399486,M,34.4,10.9
1305,08/2015,914,374400.81412678753,11132.702364734465,M,54.5,6.4
1306,08/2015,170,165018.05539210117,7828.631209014015,M,34.1,16.2
1307,08/2015,808,533650.0979284775,10314.283511660833,M,45.2,4.6
1308,08/2015,279,739594.9176706353,8506.105615592385,M,44.8,3.9
1309,08/2015,852,3291826.8338536746,9323.562975297635,F,37.4,13.3
1310,08/2015,258,449455.8808259716,8744.861365168814,M,43.5,6.3
1311,08/2015,920,511484.01734970865,8565.263616332306,,64.9,14.6
1312,08/2015,167,408847.20365827065,9193.882835716184,M,37.0,6.7
1313,08/2015,229,157923.78935327806,8457.664138651158,M,55.1,7.9
1314,08/2015,293,200353.8429134349,6239.95439956061,M,44.9,10.8
1315,08/2015,569,2293886.5202975296,8053.2979925444215,M,39.7,13.3
1316,08/2015,39,3854812.8838534234,8693.422810341432,M,58.6,1.1
1317,08/2015,562,438751.72773851274,8437.46410149717,M,43.4,10.0
1318,08/2015,819,88663.3356138657,9142.97705807792,M,33.6,15.2
1319,08/2015,652,793096.0629768874,8210.59033682518,,43.2,1.1
1320,08/2015,827,847246.5146832839,10313.827010445195,M,65.0,3.2
1321,08/2015,915,2121378.2740438846,9502.547791331408,M,47.0,13.0
1322,08/2015,35,3635772.891895373,11167.832925408962,M,53.3,4.0
1323,08/2015,358,314489.5771360928,6983.463060825307,M,35.8,18.3
1324,08/2015,867,2162717.989000552,13499.296325202777,M,53.5,10.1
1325,08/2015,979,591675.8841378642,9486.56498172093,M,64.3,9.9
1326,08/2015,599,723433.603172683,11323.092306451957,M,,18.4
1327,08/2015,470,143609.9311974673,10621.837803478376,M,45.0,3.5
1328,08/2015,903,363023.60445299116,8955.933214843006,M,,16.7
1329,08/2015,420,325168.66737217037,13805.559568836139,M,56.3,5.9
1330,08/2015,150,123419.46849604478,13557.699172710729,M,,10.2
1331,08/2015,631,490147.5407849864,11850.325523266132,M,43.4,6.2
1332,08/2015,616,271585.8250894652,8761.351197684638,M,61.4,8.8
1333,08/2015,373,355044.2564308753,8724.127173229943,M,60.9,5.9
1334,08/2015,577,2151426.303633114,8088.35892633125,M,42.5,15.7
1335,08/2015,901,1646674.7086645057,8969.336294326335,M,56.5,9.0
1336,08/2015,55,118771.5105859246,7735.52701547151,M,34.8,2.7
1337,08/2015,908,657217.3622106683,7244.9937289885975,M,39.6,15.1
1338,08/2015,883,312393.6695414288,6844.42235318686,M,,15.3
1339,08/2015,522,601772.4026139375,10132.621582966252,M,52.2,14.7
1340,08/2015,811,515505.63524319424,10194.00389104964,M,,18.6
1341,08/2015,137,224048.79403304405,10254.339487345134,M,58.3,17.6
1342,08/2015,600,525692.8384027844,7166.246858933462,M,38.4,17.2
1343,08/2015,673,5318757.045199862,12452.428401365685,M,49.1,5.2
1344,08/2015,575,1285004.4519217147,8261.906019745038,M,32.9,10.9
1345,08/2015,469,3299239.7627345826,8638.419727978566,M,64.1,10.3
1346,08/2015,698,449419.85924384167,8352.082691250902,M,62.6,5.0
1347,08/2015,245,536415.5477137696,11154.866566674562,M,60.9,13.2
1348,08/2015,363,1545953.1425973827,12634.378345000527,M,45.2,1.3
1349,08/2015,911,302373.54083632206,8455.109518036163,M,53.9,13.9
1350,08/2015,343,405663.8154432296,8602.514288314722,M,63.1,16.4
1351,08/2015,886,805371.6645376572,11741.60062525048,M,59.7,10.7
1352,08/2015,262,334294.2438406161,10191.14104052521,M,64.6,14.7
1353,08/2015,222,160758.80516364114,8829.957387759447,M,39.2,11.6
